id,x,y,weight,label
4624,2.08409,2.03504,1,s
4625,-1.78013,-1.9695,1,s
4626,-0.654901,-2.47473,1,b
4627,-0.127009,-1.87728,1,s
4628,0.925098,-1.6721,1,b
4629,1.70716,-2.19125,1,s
4630,-2.20689,-0.741622,1,b
4631,-0.41741,-0.313092,1,s
4632,-0.193359,-1.0083,1,b
4633,0.666013,-0.784965,1,s
4634,2.26395,-0.686107,1,b
4635,-1.49292,-0.185592,1,s
4636,-1.13694,-0.0073476,1,b
4637,-0.177496,0.0208006,1,s
4638,1.16209,-0.00126505,1,b
4639,1.66293,0.454608,1,s
4640,-1.88626,1.24161,1,b
4641,-1.06622,1.47559,1,s
4642,-0.667833,0.87948,1,b
4643,1.11083,1.70563,1,s
4644,1.80229,1.1136,1,b
4645,-1.44371,2.33272,1,s
4646,-0.873394,1.9834,1,b
4647,-0.149038,1.88989,1,s
4648,1.13467,2.1508,1,b
4649,2.15681,1.90576,1,s
4650,-1.16772,-1.97127,1,s
4651,-0.429116,-1.93072,1,b
4652,-0.0601192,-2.19277,1,s
4653,1.29806,-1.74441,1,b
4654,1.86403,-2.41734,1,s
4655,-1.64265,-0.994462,1,b
4656,-1.16768,-0.663644,1,s
4657,0.185108,-0.478046,1,b
4658,1.11447,-1.52466,1,s
4659,1.66204,-0.958063,1,b
4660,-2.01791,0.0517244,1,s
4661,-1.52546,0.394129,1,b
4662,0.752429,-0.0150497,1,s
4663,1.30262,-0.393187,1,b
4664,1.69112,0.646574,1,s
4665,-2.46389,1.11221,1,b
4666,-0.822653,1.04904,1,s
4667,-0.241129,0.826589,1,b
4668,1.34724,1.24105,1,s
4669,2.79659,1.19833,1,b
4670,-1.43019,1.97322,1,s
4671,-0.789462,2.31889,1,b
4672,-0.412133,1.66609,1,s
4673,0.852551,1.98769,1,b
4674,1.84102,1.9382,1,s
4675,-1.99438,-2.37641,1,s
4676,-1.24737,-1.7586,1,b
4677,0.365587,-2.30185,1,s
4678,0.345732,-2.31401,1,b
4679,2.12971,-1.9279,1,s
4680,-1.78996,-0.853095,1,b
4681,-1.67694,-1.22868,1,s
4682,-0.648592,-1.38594,1,b
4683,0.826458,-0.998032,1,s
4684,2.04129,-0.437876,1,b
4685,-1.76034,0.189846,1,s
4686,-1.01243,-0.025823,1,b
4687,0.203423,0.105726,1,s
4688,0.819807,0.0425346,1,b
4689,1.82667,0.253012,1,s
4690,-2.0246,1.38569,1,b
4691,-0.997562,0.768957,1,s
4692,0.194933,1.21398,1,b
4693,0.840108,1.12438,1,s
4694,1.72988,1.66969,1,b
4695,-1.75879,2.03015,1,s
4696,-1.51582,2.06743,1,b
4697,0.0616853,1.92319,1,s
4698,0.928971,1.79259,1,b
4699,1.93928,2.22253,1,s
4700,-2.06345,-1.43614,1,s
4701,-0.821898,-2.08395,1,b
4702,0.109728,-1.83925,1,s
4703,0.827905,-1.28594,1,b
4704,1.95507,-1.94413,1,s
4705,-2.30504,-0.400502,1,b
4706,-1.21213,-0.978566,1,s
4707,0.316054,-0.613298,1,b
4708,1.09755,-1.38742,1,s
4709,2.54993,-1.15889,1,b
4710,-2.21601,-0.198304,1,s
4711,-0.468111,-0.406369,1,b
4712,0.0765329,0.232378,1,s
4713,1.11047,-0.452583,1,b
4714,3.09201,-0.869478,1,s
4715,-2.29913,0.503457,1,b
4716,-0.908439,1.16954,1,s
4717,-0.0691135,1.20327,1,b
4718,1.1663,0.550632,1,s
4719,2.22083,0.836934,1,b
4720,-1.8713,1.8764,1,s
4721,-1.48991,2.32515,1,b
4722,0.24712,2.36042,1,s
4723,0.862469,2.13742,1,b
4724,2.55406,2.08719,1,s
4725,-1.78328,-1.49055,1,s
4726,-1.17795,-1.84811,1,b
4727,-0.338617,-2.11742,1,s
4728,0.671001,-1.72573,1,b
4729,2.11086,-1.83168,1,s
4730,-2.0268,-0.958453,1,b
4731,-0.612486,-0.936728,1,s
4732,0.148388,-1.13917,1,b
4733,1.6086,-0.817315,1,s
4734,2.62125,-1.05116,1,b
4735,-2.00144,0.345017,1,s
4736,-1.34671,-0.394918,1,b
4737,0.360727,0.302176,1,s
4738,1.1004,0.0407835,1,b
4739,1.8395,-0.179202,1,s
4740,-1.73996,0.97885,1,b
4741,-0.543901,1.55883,1,s
4742,0.0022788,0.888294,1,b
4743,1.57227,1.39712,1,s
4744,1.92748,1.01873,1,b
4745,-2.27165,2.01441,1,s
4746,-1.69389,1.90628,1,b
4747,0.104713,1.64091,1,s
4748,1.19895,1.74398,1,b
4749,2.22511,1.73037,1,s
4750,-2.25579,-1.42509,1,s
4751,-0.899734,-2.29296,1,b
4752,0.353716,-1.91848,1,s
4753,0.73571,-2.3149,1,b
4754,2.22271,-1.71428,1,s
4755,-2.03288,-1.20209,1,b
4756,-1.23522,-0.534795,1,s
4757,-0.00889572,-1.06554,1,b
4758,1.09351,-1.28845,1,s
4759,2.61213,-0.911361,1,b
4760,-2.44807,-0.690467,1,s
4761,-1.21046,-0.412496,1,b
4762,0.0965335,0.285273,1,s
4763,0.956218,-0.178941,1,b
4764,1.70502,0.363945,1,s
4765,-1.83449,1.42992,1,b
4766,-1.06034,1.30105,1,s
4767,-0.0623261,0.67411,1,b
4768,0.779271,1.13103,1,s
4769,2.04952,0.936033,1,b
4770,-2.09429,1.67835,1,s
4771,-1.62375,2.0989,1,b
4772,-0.315616,2.28319,1,s
4773,0.226723,1.93466,1,b
4774,1.99088,1.63976,1,s
4775,-1.86005,-2.43705,1,s
4776,-1.23105,-1.94492,1,b
4777,0.223649,-2.0279,1,s
4778,0.754894,-2.55448,1,b
4779,1.96969,-1.64618,1,s
4780,-1.6486,-0.76689,1,b
4781,-0.679248,-1.25816,1,s
4782,-0.051405,-0.868516,1,b
4783,0.689031,-0.486897,1,s
4784,2.39792,-0.836614,1,b
4785,-2.21139,-0.254897,1,s
4786,-0.79776,0.259388,1,b
4787,-0.48751,0.201311,1,s
4788,1.03335,-0.100828,1,b
4789,2.05357,0.0414264,1,s
4790,-2.40967,1.44839,1,b
4791,-0.881464,1.42624,1,s
4792,-0.0118285,0.79181,1,b
4793,0.91251,0.804284,1,s
4794,2.00447,0.340963,1,b
4795,-2.08865,2.33802,1,s
4796,-1.29631,1.80329,1,b
4797,-0.496705,2.01144,1,s
4798,0.833719,2.29051,1,b
4799,2.19202,2.55909,1,s
4800,-1.63007,-1.80481,1,s
4801,-0.934249,-2.01552,1,b
4802,0.341339,-2.65532,1,s
4803,0.921635,-2.11186,1,b
4804,2.27656,-1.96997,1,s
4805,-1.52554,-1.07644,1,b
4806,-0.815096,-1.60243,1,s
4807,0.192761,-1.17082,1,b
4808,0.6001,-0.656705,1,s
4809,2.40058,-0.420563,1,b
4810,-1.73111,0.0063827,1,s
4811,-1.38686,-0.464086,1,b
4812,0.461687,-0.40909,1,s
4813,0.679216,-0.221678,1,b
4814,1.65684,0.259331,1,s
4815,-2.16937,0.248999,1,b
4816,-0.317387,0.773878,1,s
4817,0.189355,1.3829,1,b
4818,1.48918,1.41539,1,s
4819,1.90652,1.40022,1,b
4820,-1.68566,1.68796,1,s
4821,-1.12866,1.59056,1,b
4822,-0.235798,2.42093,1,s
4823,1.11752,1.97044,1,b
4824,2.26798,1.98495,1,s
4825,-1.34629,-1.79084,1,s
4826,-1.35163,-1.775,1,b
4827,-0.352731,-2.2782,1,s
4828,1.47326,-1.95337,1,b
4829,1.68966,-1.87105,1,s
4830,-2.2445,-1.01156,1,b
4831,-0.922505,-1.23308,1,s
4832,0.440781,-1.01808,1,b
4833,0.568502,-0.716915,1,s
4834,1.2946,-1.38126,1,b
4835,-1.80827,-0.252053,1,s
4836,-0.826665,0.111956,1,b
4837,-0.118073,0.537629,1,s
4838,0.977924,-0.173772,1,b
4839,2.61654,0.312681,1,s
4840,-1.90603,1.10599,1,b
4841,-0.674283,1.3066,1,s
4842,0.220384,0.814687,1,b
4843,0.324444,0.926786,1,s
4844,2.28536,0.593153,1,b
4845,-1.47245,2.05047,1,s
4846,-1.34044,1.83247,1,b
4847,-0.587285,1.6574,1,s
4848,1.04332,1.21732,1,b
4849,1.81826,2.1174,1,s
4850,-2.15664,-1.82383,1,s
4851,-0.994355,-2.67548,1,b
4852,-0.294388,-2.05585,1,s
4853,1.2406,-1.68501,1,b
4854,2.05661,-2.0083,1,s
4855,-1.87122,-1.44323,1,b
4856,-1.26112,-0.935231,1,s
4857,0.136004,-1.19097,1,b
4858,0.736467,-0.61784,1,s
4859,1.18841,-0.962877,1,b
4860,-1.71735,-0.111207,1,s
4861,-1.21266,-0.239535,1,b
4862,0.185618,0.143493,1,s
4863,0.746033,-0.0593027,1,b
4864,2.23025,0.378379,1,s
4865,-1.78529,1.18555,1,b
4866,-1.3154,1.11574,1,s
4867,-0.337608,1.07851,1,b
4868,1.60433,1.00444,1,s
4869,2.09393,0.76295,1,b
4870,-1.61371,2.34102,1,s
4871,-1.13139,1.96203,1,b
4872,0.000813814,1.87698,1,s
4873,0.848861,2.36001,1,b
4874,1.88049,2.34922,1,s
4875,-2.47647,-2.17864,1,s
4876,-1.27575,-2.24629,1,b
4877,0.14231,-2.32762,1,s
4878,0.706852,-2.07744,1,b
4879,1.82078,-1.6216,1,s
4880,-1.54244,-0.627529,1,b
4881,-0.16112,-0.640549,1,s
4882,0.114653,-1.57923,1,b
4883,0.835753,-0.747723,1,s
4884,2.16122,-0.979361,1,b
4885,-1.80534,0.182149,1,s
4886,-1.06251,0.162452,1,b
4887,-0.397648,-0.434543,1,s
4888,0.699857,-0.0142097,1,b
4889,1.94275,-0.229786,1,s
4890,-2.06899,0.628058,1,b
4891,-1.61992,1.13855,1,s
4892,-0.0511671,0.890713,1,b
4893,0.317132,1.7265,1,s
4894,2.42975,0.934263,1,b
4895,-2.27668,2.60193,1,s
4896,-1.50122,2.30229,1,b
4897,0.0242987,1.8565,1,s
4898,0.863476,1.8568,1,b
4899,2.01858,2.1883,1,s
4900,-1.6684,-1.74603,1,s
4901,-0.948436,-1.70835,1,b
4902,0.297439,-2.36675,1,s
4903,0.512434,-2.0274,1,b
4904,1.92406,-2.22668,1,s
4905,-2.21787,-1.07912,1,b
4906,-1.56122,-1.20645,1,s
4907,0.157521,-0.740257,1,b
4908,1.57586,-0.779522,1,s
4909,1.6233,-0.968221,1,b
4910,-2.07107,0.246878,1,s
4911,-0.955269,-0.301102,1,b
4912,0.0993888,-0.105778,1,s
4913,1.00972,1.01417,1,b
4914,1.7584,-0.293783,1,s
4915,-1.8707,1.12093,1,b
4916,-0.831769,1.4625,1,s
4917,-0.144855,1.15232,1,b
4918,1.20245,1.00496,1,s
4919,1.19964,1.06951,1,b
4920,-1.13605,1.89618,1,s
4921,-1.39405,2.41948,1,b
4922,0.0855918,2.2188,1,s
4923,1.10521,1.82416,1,b
4924,1.4919,2.07995,1,s
4925,-1.77984,-2.2322,1,s
4926,-1.25086,-2.33507,1,b
4927,-0.371997,-2.09772,1,s
4928,0.674959,-1.97027,1,b
4929,1.96091,-2.1125,1,s
4930,-2.37271,-0.852235,1,b
4931,-0.925729,-1.40799,1,s
4932,0.308908,-0.906858,1,b
4933,0.942047,-0.879031,1,s
4934,1.93829,-1.19483,1,b
4935,-2.02465,-0.0487664,1,s
4936,-1.33223,-0.015079,1,b
4937,0.413631,0.0580969,1,s
4938,1.12013,0.033141,1,b
4939,1.88701,0.290664,1,s
4940,-2.39248,0.917821,1,b
4941,-0.993433,1.81504,1,s
4942,-0.527669,1.0931,1,b
4943,0.639614,1.79323,1,s
4944,1.89373,1.32435,1,b
4945,-1.58059,1.90549,1,s
4946,-1.33285,1.98822,1,b
4947,-0.416828,2.33474,1,s
4948,1.33673,1.94979,1,b
4949,1.70345,2.25574,1,s
4950,-1.61189,-2.16781,1,s
4951,-1.1277,-1.97511,1,b
4952,-0.0627807,-1.56387,1,s
4953,0.817079,-2.52988,1,b
4954,1.90562,-2.2736,1,s
4955,-1.71639,-0.725566,1,b
4956,-1.11364,-1.33898,1,s
4957,0.00371227,-0.795944,1,b
4958,1.2947,-0.914599,1,s
4959,1.85304,-0.67825,1,b
4960,-1.96096,0.374818,1,s
4961,-1.14196,-0.308601,1,b
4962,-0.261426,0.0976198,1,s
4963,0.670498,-0.406757,1,b
4964,1.957,0.543188,1,s
4965,-2.29556,0.48529,1,b
4966,-0.957344,1.20924,1,s
4967,-0.237571,1.22457,1,b
4968,1.3459,1.10404,1,s
4969,1.6463,1.1066,1,b
4970,-2.08676,2.09821,1,s
4971,-1.19775,1.96123,1,b
4972,-0.186365,2.18424,1,s
4973,1.26816,2.48586,1,b
4974,1.829,2.27301,1,s
4975,-1.89741,-1.68724,1,s
4976,-1.00403,-2.03196,1,b
4977,-0.422946,-2.61272,1,s
4978,1.06299,-2.05144,1,b
4979,2.16794,-2.25607,1,s
4980,-2.27732,-0.916691,1,b
4981,-1.45348,-0.976666,1,s
4982,-0.181342,-0.891644,1,b
4983,0.739978,-0.926847,1,s
4984,2.08744,-0.737297,1,b
4985,-2.01328,-0.252516,1,s
4986,-0.724917,0.155972,1,b
4987,0.476222,-0.207967,1,s
4988,1.22026,0.154021,1,b
4989,2.17553,0.109869,1,s
4990,-1.61582,1.04653,1,b
4991,-1.1789,0.95874,1,s
4992,-0.311217,1.32482,1,b
4993,0.782277,1.02867,1,s
4994,1.71161,0.992436,1,b
4995,-1.761,1.99241,1,s
4996,-0.490678,2.47502,1,b
4997,-0.0193526,2.01813,1,s
4998,0.710864,2.00273,1,b
4999,2.12526,2.13245,1,s
5000,-2.26825,-1.86187,1,s
5001,-1.04083,-2.48754,1,b
5002,0.358005,-2.05864,1,s
5003,0.300243,-2.04626,1,b
5004,2.25417,-2.22107,1,s
5005,-1.6889,-1.32885,1,b
5006,-0.973795,-0.886558,1,s
5007,-0.151509,-1.43047,1,b
5008,1.42185,-0.898544,1,s
5009,2.2786,-1.46721,1,b
5010,-1.40865,0.325695,1,s
5011,-0.43022,0.259903,1,b
5012,0.109969,-0.162295,1,s
5013,1.49314,-0.504718,1,b
5014,1.92015,0.354019,1,s
5015,-2.41118,1.40706,1,b
5016,-1.39496,0.776796,1,s
5017,-0.530789,1.01425,1,b
5018,0.798964,0.554063,1,s
5019,1.80432,1.65849,1,b
5020,-2.08404,2.11148,1,s
5021,-0.813706,1.78778,1,b
5022,-0.548184,1.94398,1,s
5023,1.40484,1.56315,1,b
5024,1.82827,1.89623,1,s
5025,-2.06739,-1.8144,1,s
5026,-1.19828,-1.6765,1,b
5027,0.137844,-2.27325,1,s
5028,0.892068,-1.99194,1,b
5029,1.96216,-1.89753,1,s
5030,-2.10795,-0.436496,1,b
5031,-1.00053,-1.33076,1,s
5032,0.100645,-0.795312,1,b
5033,1.70228,-1.14499,1,s
5034,1.95848,-0.878869,1,b
5035,-1.83442,-0.10512,1,s
5036,-0.565188,0.0275695,1,b
5037,0.0314087,0.182482,1,s
5038,0.755146,-0.268626,1,b
5039,1.84981,-0.326187,1,s
5040,-1.97435,0.886794,1,b
5041,-0.872724,0.37964,1,s
5042,0.34183,0.968777,1,b
5043,0.750042,0.861441,1,s
5044,1.9562,0.94061,1,b
5045,-1.747,2.07566,1,s
5046,-0.546426,2.00321,1,b
5047,-0.384103,2.00432,1,s
5048,1.10923,2.20615,1,b
5049,2.28133,2.42304,1,s
5050,-1.9422,-2.51943,1,s
5051,-0.706452,-1.63943,1,b
5052,-0.0127309,-2.45969,1,s
5053,1.23867,-2.08918,1,b
5054,2.06618,-2.2446,1,s
5055,-2.44795,-0.778768,1,b
5056,-1.14643,-0.913149,1,s
5057,-0.365446,-0.623564,1,b
5058,1.19783,-0.886971,1,s
5059,2.10041,-0.777452,1,b
5060,-1.97999,-0.0128518,1,s
5061,-1.37702,0.646555,1,b
5062,0.0741264,-0.156876,1,s
5063,0.543144,0.0326645,1,b
5064,2.06401,-0.12811,1,s
5065,-1.95485,0.290028,1,b
5066,-1.43839,0.889752,1,s
5067,0.273003,1.68531,1,b
5068,0.840874,1.25663,1,s
5069,2.19236,0.861929,1,b
5070,-1.87802,2.22032,1,s
5071,-1.27085,2.13158,1,b
5072,-0.149523,2.08791,1,s
5073,0.633727,2.50783,1,b
5074,2.19214,1.96487,1,s
5075,-1.67879,-2.08665,1,s
5076,-0.93082,-1.47295,1,b
5077,-0.0568879,-1.76932,1,s
5078,0.470501,-2.17167,1,b
5079,1.87779,-2.02278,1,s
5080,-2.28352,-0.833173,1,b
5081,-1.61956,-1.14255,1,s
5082,0.191503,-1.34896,1,b
5083,1.04885,-0.611536,1,s
5084,1.581,-1.1853,1,b
5085,-1.91936,-0.403921,1,s
5086,-1.06927,-0.158304,1,b
5087,-0.172024,0.306812,1,s
5088,1.02108,0.337138,1,b
5089,1.88208,-0.434903,1,s
5090,-1.92353,1.03333,1,b
5091,-1.08324,1.36407,1,s
5092,0.372274,0.605056,1,b
5093,1.0354,0.931094,1,s
5094,2.22188,0.787727,1,b
5095,-2.70322,1.57634,1,s
5096,-1.27009,2.12666,1,b
5097,0.248338,1.90186,1,s
5098,0.941445,1.91546,1,b
5099,2.10258,2.12569,1,s
5100,-1.77297,-1.94021,1,s
5101,-1.0825,-1.74517,1,b
5102,0.240538,-2.39071,1,s
5103,1.13782,-2.27807,1,b
5104,2.26593,-2.30607,1,s
5105,-1.88481,-1.02523,1,b
5106,-1.00721,-0.888808,1,s
5107,-0.505947,-1.23423,1,b
5108,1.05346,-1.55395,1,s
5109,1.62433,-1.41262,1,b
5110,-1.69903,-0.207762,1,s
5111,-1.00627,-0.109163,1,b
5112,0.106453,-0.102684,1,s
5113,0.347291,-0.683548,1,b
5114,2.10785,-0.00530501,1,s
5115,-2.12916,0.985377,1,b
5116,-0.408675,0.993463,1,s
5117,-0.142801,0.679932,1,b
5118,0.715278,1.67196,1,s
5119,1.69991,0.77237,1,b
5120,-1.75358,2.08592,1,s
5121,-0.979763,1.63871,1,b
5122,-0.251952,1.77325,1,s
5123,1.10405,1.96029,1,b
5124,1.90567,1.51673,1,s
5125,-2.48939,-1.25895,1,s
5126,-1.48954,-1.48018,1,b
5127,0.334662,-2.2145,1,s
5128,1.02142,-2.29739,1,b
5129,1.86543,-2.14665,1,s
5130,-2.06156,-0.763909,1,b
5131,-1.13678,-0.570623,1,s
5132,0.21563,-1.25919,1,b
5133,1.43251,-0.818702,1,s
5134,2.27169,-0.780549,1,b
5135,-1.9446,0.194649,1,s
5136,-0.58956,-0.295861,1,b
5137,0.0757792,-0.468973,1,s
5138,0.819334,0.133676,1,b
5139,2.77526,0.386555,1,s
5140,-2.27252,1.14527,1,b
5141,-1.3322,0.719163,1,s
5142,0.341593,1.1983,1,b
5143,0.874143,0.574767,1,s
5144,1.8725,1.0824,1,b
5145,-1.85966,1.72644,1,s
5146,-1.15681,1.46388,1,b
5147,0.0265158,1.82812,1,s
5148,1.17281,2.08346,1,b
5149,1.8714,2.05081,1,s
5150,-1.59463,-1.85811,1,s
5151,-1.33099,-2.1104,1,b
5152,0.0594748,-1.65451,1,s
5153,0.95559,-1.51971,1,b
5154,1.7058,-2.5851,1,s
5155,-2.19952,-1.07253,1,b
5156,-1.25018,-0.745703,1,s
5157,-0.319572,-0.732934,1,b
5158,1.08923,-0.870588,1,s
5159,1.80073,-0.578634,1,b
5160,-2.07357,0.42594,1,s
5161,-1.01492,-0.0503837,1,b
5162,0.0582467,-0.196904,1,s
5163,1.29358,-0.10498,1,b
5164,1.55083,0.509921,1,s
5165,-2.21644,0.515301,1,b
5166,-0.777795,0.785772,1,s
5167,0.0788489,1.48843,1,b
5168,1.48669,1.14133,1,s
5169,2.60743,1.23999,1,b
5170,-2.03505,1.99073,1,s
5171,-1.05582,2.49451,1,b
5172,-0.381487,1.7559,1,s
5173,0.668344,1.51547,1,b
5174,2.06381,2.25942,1,s
5175,-2.07377,-2.01803,1,s
5176,-0.931563,-1.70789,1,b
5177,0.396926,-2.14227,1,s
5178,0.763705,-1.85542,1,b
5179,1.66196,-2.17447,1,s
5180,-2.05515,-0.680094,1,b
5181,-1.06402,-1.31117,1,s
5182,0.000974306,-0.731609,1,b
5183,0.968515,-0.686208,1,s
5184,1.89012,-0.841424,1,b
5185,-2.1819,0.286449,1,s
5186,-1.03486,0.024726,1,b
5187,-0.256406,-0.564261,1,s
5188,0.776003,0.313662,1,b
5189,1.58312,-0.474443,1,s
5190,-1.90842,0.736998,1,b
5191,-1.09401,1.47314,1,s
5192,-0.139713,1.2903,1,b
5193,1.06896,1.25338,1,s
5194,2.30427,1.48738,1,b
5195,-1.99199,2.10254,1,s
5196,-0.659117,1.75757,1,b
5197,0.0982089,1.76788,1,s
5198,1.40989,1.87207,1,b
5199,1.8625,2.31608,1,s
5200,-2.26372,-1.21801,1,s
5201,-0.454239,-1.89232,1,b
5202,0.331257,-1.2121,1,s
5203,1.23128,-2.1409,1,b
5204,2.24338,-1.63288,1,s
5205,-1.6893,-0.855824,1,b
5206,-0.411128,-0.880136,1,s
5207,-0.0321854,-1.18306,1,b
5208,1.12385,-0.812538,1,s
5209,1.93386,-0.830483,1,b
5210,-2.00857,-0.496224,1,s
5211,-0.606242,0.177619,1,b
5212,0.524668,-0.232949,1,s
5213,1.241,0.151323,1,b
5214,1.57016,0.306249,1,s
5215,-1.94304,1.23871,1,b
5216,-0.600602,1.05792,1,s
5217,-0.171028,0.907312,1,b
5218,0.934395,0.959573,1,s
5219,1.61646,1.21842,1,b
5220,-1.23995,2.17212,1,s
5221,-1.29001,1.98894,1,b
5222,0.325302,1.47957,1,s
5223,0.981095,2.02167,1,b
5224,2.06531,2.25999,1,s
5225,-1.69655,-1.94433,1,s
5226,-0.551885,-1.94638,1,b
5227,-0.19978,-2.17506,1,s
5228,0.850788,-1.94665,1,b
5229,2.24533,-1.99925,1,s
5230,-1.87729,-1.12125,1,b
5231,-0.942816,-1.30977,1,s
5232,0.236132,-1.27948,1,b
5233,1.07927,-0.669722,1,s
5234,1.93254,-0.713763,1,b
5235,-2.55384,-0.328537,1,s
5236,-1.13933,-0.388109,1,b
5237,-0.311988,-0.261027,1,s
5238,0.920674,0.362168,1,b
5239,2.20228,0.0154269,1,s
5240,-1.8069,1.59658,1,b
5241,-1.18638,0.911455,1,s
5242,-0.0347968,0.800519,1,b
5243,1.12779,0.694369,1,s
5244,1.66287,1.1624,1,b
5245,-2.20354,1.67226,1,s
5246,-1.28306,2.25894,1,b
5247,-0.811745,2.31868,1,s
5248,1.17138,1.49351,1,b
5249,1.72189,1.70042,1,s
5250,-2.43275,-1.46125,1,s
5251,-0.679358,-2.42026,1,b
5252,0.037711,-2.03506,1,s
5253,1.22831,-2.10284,1,b
5254,1.66123,-1.79868,1,s
5255,-1.66435,-1.09249,1,b
5256,-1.24351,-1.17939,1,s
5257,0.070843,-0.630005,1,b
5258,1.34466,-0.768206,1,s
5259,1.74397,-0.65411,1,b
5260,-1.40613,0.153985,1,s
5261,-1.19499,0.569973,1,b
5262,0.0468995,-0.160764,1,s
5263,1.10931,0.181386,1,b
5264,1.18586,-0.506422,1,s
5265,-1.8438,1.18752,1,b
5266,-0.84769,0.795391,1,s
5267,-0.195239,0.805628,1,b
5268,1.15475,1.22141,1,s
5269,1.69714,0.908834,1,b
5270,-2.21605,1.82856,1,s
5271,-0.735061,2.1403,1,b
5272,0.035126,1.67403,1,s
5273,1.16022,2.27535,1,b
5274,1.38031,2.0289,1,s
5275,-1.92142,-2.54183,1,s
5276,-1.06032,-1.49122,1,b
5277,-0.372681,-2.00568,1,s
5278,1.31226,-1.94929,1,b
5279,2.23486,-1.44603,1,s
5280,-1.767,-1.23287,1,b
5281,-0.693417,-0.89968,1,s
5282,-0.494914,-0.787735,1,b
5283,1.2606,-1.12101,1,s
5284,2.03675,-1.12189,1,b
5285,-2.00731,0.0335466,1,s
5286,-1.44717,0.0640211,1,b
5287,0.332933,0.0296131,1,s
5288,1.60872,0.142177,1,b
5289,2.10804,-0.465872,1,s
5290,-1.50129,0.474093,1,b
5291,-1.37611,0.784462,1,s
5292,-0.0961207,1.19263,1,b
5293,0.607676,1.20874,1,s
5294,1.72866,0.965355,1,b
5295,-2.17574,1.83848,1,s
5296,-1.02033,1.72706,1,b
5297,0.108114,1.72571,1,s
5298,1.68241,1.88965,1,b
5299,2.4776,1.79517,1,s
5300,-2.47955,-1.20773,1,s
5301,-1.05559,-1.85369,1,b
5302,0.270451,-2.429,1,s
5303,1.09027,-1.95894,1,b
5304,1.98613,-1.4849,1,s
5305,-1.59842,-0.975983,1,b
5306,-1.26686,-1.08172,1,s
5307,0.312768,-1.09057,1,b
5308,0.789363,-1.37865,1,s
5309,1.48075,-1.26914,1,b
5310,-2.07094,0.350475,1,s
5311,-0.731764,-0.0339015,1,b
5312,-0.039684,-0.00397161,1,s
5313,0.742058,0.0576981,1,b
5314,2.45795,0.11226,1,s
5315,-2.14176,0.8968,1,b
5316,-1.22258,0.502062,1,s
5317,-0.175963,0.667158,1,b
5318,1.20321,0.919305,1,s
5319,2.61898,1.19677,1,b
5320,-2.18404,2.12179,1,s
5321,-0.998289,1.68958,1,b
5322,-0.020586,1.32937,1,s
5323,1.26156,2.08096,1,b
5324,2.3284,2.12706,1,s
5325,-2.54454,-2.06914,1,s
5326,-1.23512,-1.48705,1,b
5327,0.132187,-1.9896,1,s
5328,1.46237,-1.95777,1,b
5329,1.39625,-2.04146,1,s
5330,-2.30104,-0.816249,1,b
5331,-0.88499,-1.05377,1,s
5332,-0.174418,-0.95778,1,b
5333,1.19727,-1.21177,1,s
5334,2.01025,-1.33633,1,b
5335,-1.83792,-0.410967,1,s
5336,-1.11132,0.55784,1,b
5337,-0.135342,-0.228478,1,s
5338,0.707433,-0.331207,1,b
5339,2.46132,0.216119,1,s
5340,-2.2378,0.653883,1,b
5341,-1.26743,0.47743,1,s
5342,0.0414271,0.626686,1,b
5343,0.964307,1.4808,1,s
5344,2.82294,0.980671,1,b
5345,-2.30233,2.16476,1,s
5346,-0.99729,1.9822,1,b
5347,-0.0240664,1.49673,1,s
5348,1.19038,1.85524,1,b
5349,1.99835,2.24191,1,s
5350,-1.69253,-1.93374,1,s
5351,-0.831081,-2.3744,1,b
5352,-0.397908,-1.98598,1,s
5353,1.04095,-1.69972,1,b
5354,1.91444,-1.93206,1,s
5355,-1.96172,-0.986312,1,b
5356,-0.755228,-0.686732,1,s
5357,0.293326,-1.11295,1,b
5358,1.24689,-0.566948,1,s
5359,1.73526,-0.583793,1,b
5360,-1.60878,0.0292404,1,s
5361,-1.05628,0.0337755,1,b
5362,0.375347,0.327868,1,s
5363,0.824779,-0.519064,1,b
5364,1.61659,0.558652,1,s
5365,-2.14908,1.05331,1,b
5366,-0.87593,1.5621,1,s
5367,0.391835,0.681084,1,b
5368,1.43905,0.971561,1,s
5369,1.5998,0.870308,1,b
5370,-2.10015,1.44606,1,s
5371,-0.674207,1.66974,1,b
5372,0.100632,1.55928,1,s
5373,1.22052,1.57807,1,b
5374,1.85843,2.08384,1,s
5375,-2.33026,-2.53068,1,s
5376,-0.709499,-1.78156,1,b
5377,-0.188754,-2.39461,1,s
5378,0.815744,-1.91493,1,b
5379,1.47423,-2.30179,1,s
5380,-1.54732,-1.34506,1,b
5381,-0.988761,-0.817506,1,s
5382,0.370696,-1.07564,1,b
5383,0.743693,-0.880139,1,s
5384,2.2142,-0.94091,1,b
5385,-2.14878,-0.111401,1,s
5386,-1.03488,0.272425,1,b
5387,-0.182736,-0.218173,1,s
5388,0.822138,0.211455,1,b
5389,2.2866,-0.18339,1,s
5390,-1.76517,0.846598,1,b
5391,-1.57636,1.21693,1,s
5392,0.597365,1.35807,1,b
5393,0.465658,1.03542,1,s
5394,1.8887,0.718002,1,b
5395,-2.04511,2.09073,1,s
5396,-0.951491,2.19135,1,b
5397,-0.429518,1.95044,1,s
